9312	528520364	XM_001337519	XM_001337519.3	7955
9538	507695521	XM_004643128	XM_004643128.1	10160
9538	298916388	FQ219931	FQ219931.1	10116
23920	83318690	CT009635	CT009635.18	10090
23920	57863218	AC154679	AC154679.2	10090
23920	133893139	NM_024254	NM_024254.3	10090
23920	15214556	BC012402	BC012402.1	10090
23920	13096839	BC003216	BC003216.1	10090
23920	74220288	AK152570	AK152570.1	10090
23920	74219818	AK168639	AK168639.1	10090
23920	74193289	AK151464	AK151464.1	10090
23920	74181338	AK150905	AK150905.1	10090
23920	26331753	AK036861	AK036861.1	10090
23920	12846253	AK010654	AK010654.1	10090
23920	51593582	BC080661	BC080661.1	10090
23920	532042915	XM_005364230	XM_005364230.1	79684
23920	524921123	XM_005064776	XM_005064776.1	10036
23920	564342251	XM_006234712	XM_006234712.1	10116
23920	403267690	XM_003925899	XM_003925899.1	39432
23920	172354613	NM_001109645	NM_001109645.2	10116
23920	23894529	AL683897	AL683897.5	10090
23920	354482903	XM_003503587	XM_003503587.1	10029
23920	298916388	FQ219931	FQ219931.1	10116
23920	544442279	XM_005559082	XM_005559082.1	9541
23920	544442277	XM_005559081	XM_005559081.1	9541
23920	426378508	XM_004065331	XM_004065331.1	9595
23920	426354834	XR_174965	XR_174965.1	9595
23920	402873860	XM_003900723	XM_003900723.1	9555
23920	397466510	XM_003804950	XM_003804950.1	9597
23920	390468778	XM_002753585	XM_002753585.2	9483
23920	332247373	XM_003272785	XM_003272785.1	61853
23920	297696222	XM_002825257	XM_002825257.1	9601
23920	194688139	NM_024713	NM_024713.2	9606
23920	168743994	CU693167	CU693167.1	32630
23920	158262056	NR_003954	NR_003954.1	9606
23920	158259502	AK293021	AK293021.1	9606
23920	117645889	AM393535	AM393535.1	32630
23920	114656155	XM_001165269	XM_001165269.1	9598
23920	45709624	BC067801	BC067801.1	9606
23920	11182157	AL138916	AL138916.14	9606
23920	10438985	AK026210	AK026210.1	9606
23920	83404924	BC111000	BC111000.1	9606
23920	21734278	AL833631	AL833631.1	9606
23920	20072804	BC026234	BC026234.1	9606
23920	12053310	AL136908	AL136908.1	9606
23920	545196059	XM_005603167	XM_005603167.1	9796
23920	507578150	XM_004672540	XM_004672540.1	51337
23920	505828571	XM_004609537	XM_004609537.1	42254
23920	504130958	XM_004578209	XM_004578209.1	9978
23920	478494157	XM_004421370	XM_004421370.1	73337
23920	472390260	XM_004414387	XM_004414387.1	9708
23920	395837620	XM_003791681	XM_003791681.1	30611
23920	332825176	XR_022405	XR_022405.2	9598
23920	594665554	XM_007180823	XM_007180823.1	310752
23920	593744851	XM_007127723	XM_007127723.1	9755
23920	593744849	XM_007127722	XM_007127722.1	9755
23920	586531364	XM_006920527	XM_006920527.1	9402
23920	578827399	XM_006720684	XM_006720684.1	9606
23920	560937287	XM_006194388	XM_006194388.1	419612
23920	530406450	XM_005254668	XM_005254668.1	9606
23920	530406448	XM_005254667	XM_005254667.1	9606
23920	530406446	XM_005254666	XM_005254666.1	9606
23920	513000026	XM_004861494	XM_004861494.1	10181
23920	512923044	XM_004904824	XM_004904824.1	10181
23920	507963473	XM_004687953	XM_004687953.1	143302
23920	470596409	XM_004310933	XM_004310933.1	9739
23920	466029934	XM_004274041	XM_004274041.1	9733
23920	24414566	AC079203	AC079203.9	9606
23920	591322933	XM_007087499	XM_007087499.1	74533
23920	586989365	XM_003987306	XM_003987306.2	9685
23920	562821399	XM_006140550	XM_006140550.1	246437
23920	562821397	XM_006140549	XM_006140549.1	246437
23920	562821395	XM_006140548	XM_006140548.1	246437
23920	548482244	XM_005685452	XM_005685452.1	9925
23920	532103190	XM_005337141	XM_005337141.1	43179
23920	507689988	XM_004712739	XM_004712739.1	9371
23920	426242225	XM_004014926	XM_004014926.1	9940
23920	426232919	XM_004010418	XM_004010418.1	9940
23920	403289322	XM_003935760	XM_003935760.1	39432
23920	301779677	XM_002925208	XM_002925208.1	9646
23920	594064110	XM_006056012	XM_006056012.1	89462
23920	594048754	XM_006048703	XM_006048703.1	89462
23920	584039266	XM_006778177	XM_006778177.1	225400
23920	558119418	XM_006087477	XM_006087477.1	59463
23920	556776549	XM_005983313	XM_005983313.1	59538
23920	556748770	XM_005969765	XM_005969765.1	59538
23920	556742002	XM_005966467	XM_005966467.1	59538
23920	555960888	XM_005892483	XM_005892483.1	72004
23920	554588926	XM_005885755	XM_005885755.1	109478
23920	514471856	XM_003475657	XM_003475657.2	10141
23920	507695521	XM_004643128	XM_004643128.1	10160
23920	312261279	NM_001199064	NM_001199064.1	9913
23920	291403308	XM_002718010	XM_002718010.1	9986
23920	291402369	XM_002717502	XM_002717502.1	9986
23920	298358204	NG_021880	NG_021880.1	9606
23920	16303417	AC091903	AC091903.2	9606
23920	591349778	XM_007069369	XM_007069369.1	8469
23920	530634184	XM_005303987	XM_005303987.1	8478
23920	530634182	XM_005303986	XM_005303986.1	8478
23920	558188389	XM_006102816	XM_006102816.1	59463
23920	543722641	XM_005502442	XM_005502442.1	8932
23920	514705428	XM_005009768	XM_005009768.1	8839
23920	514705426	XM_005009767	XM_005009767.1	8839
4944	133893139	NM_024254	NM_024254.3	10090
4944	15214556	BC012402	BC012402.1	10090
4944	13096839	BC003216	BC003216.1	10090
4944	74219818	AK168639	AK168639.1	10090
4944	74193289	AK151464	AK151464.1	10090
4944	74181338	AK150905	AK150905.1	10090
4944	26331753	AK036861	AK036861.1	10090
4944	12846253	AK010654	AK010654.1	10090
4944	83318690	CT009635	CT009635.18	10090
4944	57863218	AC154679	AC154679.2	10090
4944	51593582	BC080661	BC080661.1	10090
4944	74220288	AK152570	AK152570.1	10090
4944	564342251	XM_006234712	XM_006234712.1	10116
4944	172354613	NM_001109645	NM_001109645.2	10116
4944	354482903	XM_003503587	XM_003503587.1	10029
4944	23894529	AL683897	AL683897.5	10090
4944	589960284	XM_006992658	XM_006992658.1	230844
4944	524921123	XM_005064776	XM_005064776.1	10036
4944	507578150	XM_004672540	XM_004672540.1	51337
4944	533132406	XM_005381162	XM_005381162.1	34839
4944	533132404	XM_005381161	XM_005381161.1	34839
4944	533132402	XM_005381160	XM_005381160.1	34839
4944	533132400	XM_005381159	XM_005381159.1	34839
4944	507695521	XM_004643128	XM_004643128.1	10160
4944	514471856	XM_003475657	XM_003475657.2	10141
4944	507667110	XR_192643	XR_192643.1	10160
4944	298916388	FQ219931	FQ219931.1	10116
1022	133893139	NM_024254	NM_024254.3	10090
1022	15214556	BC012402	BC012402.1	10090
1022	13096839	BC003216	BC003216.1	10090
1022	74219818	AK168639	AK168639.1	10090
1022	74193289	AK151464	AK151464.1	10090
1022	74181338	AK150905	AK150905.1	10090
1022	26331753	AK036861	AK036861.1	10090
1022	12846253	AK010654	AK010654.1	10090
1022	83318690	CT009635	CT009635.18	10090
1022	57863218	AC154679	AC154679.2	10090
1022	51593582	BC080661	BC080661.1	10090
1022	74220288	AK152570	AK152570.1	10090
1022	564342251	XM_006234712	XM_006234712.1	10116
1022	172354613	NM_001109645	NM_001109645.2	10116
1022	354482903	XM_003503587	XM_003503587.1	10029
1022	589960284	XM_006992658	XM_006992658.1	230844
1022	532042915	XM_005364230	XM_005364230.1	79684
1022	23894529	AL683897	AL683897.5	10090
1022	524921123	XM_005064776	XM_005064776.1	10036
1022	298916388	FQ219931	FQ219931.1	10116
15756	133893139	NM_024254	NM_024254.3	10090
15756	15214556	BC012402	BC012402.1	10090
15756	13096839	BC003216	BC003216.1	10090
15756	74219818	AK168639	AK168639.1	10090
15756	74193289	AK151464	AK151464.1	10090
15756	74181338	AK150905	AK150905.1	10090
15756	26331753	AK036861	AK036861.1	10090
15756	12846253	AK010654	AK010654.1	10090
15756	51593582	BC080661	BC080661.1	10090
15756	74220288	AK152570	AK152570.1	10090
15756	83318690	CT009635	CT009635.18	10090
15756	57863218	AC154679	AC154679.2	10090
15756	564342251	XM_006234712	XM_006234712.1	10116
15756	172354613	NM_001109645	NM_001109645.2	10116
15756	298916388	FQ219931	FQ219931.1	10116
15756	23894529	AL683897	AL683897.5	10090
16336	133893139	NM_024254	NM_024254.3	10090
16336	15214556	BC012402	BC012402.1	10090
16336	13096839	BC003216	BC003216.1	10090
16336	74219818	AK168639	AK168639.1	10090
16336	74193289	AK151464	AK151464.1	10090
16336	74181338	AK150905	AK150905.1	10090
16336	26331753	AK036861	AK036861.1	10090
16336	12846253	AK010654	AK010654.1	10090
16336	83318690	CT009635	CT009635.18	10090
16336	57863218	AC154679	AC154679.2	10090
16336	51593582	BC080661	BC080661.1	10090
16336	74220288	AK152570	AK152570.1	10090
16336	564342251	XM_006234712	XM_006234712.1	10116
16336	172354613	NM_001109645	NM_001109645.2	10116
16336	354482903	XM_003503587	XM_003503587.1	10029
16336	532042915	XM_005364230	XM_005364230.1	79684
16336	589960284	XM_006992658	XM_006992658.1	230844
16336	524921123	XM_005064776	XM_005064776.1	10036
16336	23894529	AL683897	AL683897.5	10090
16336	507578150	XM_004672540	XM_004672540.1	51337
16336	533132406	XM_005381162	XM_005381162.1	34839
16336	533132404	XM_005381161	XM_005381161.1	34839
16336	533132402	XM_005381160	XM_005381160.1	34839
16336	533132400	XM_005381159	XM_005381159.1	34839
16336	507695521	XM_004643128	XM_004643128.1	10160
16336	298916388	FQ219931	FQ219931.1	10116
16336	514471856	XM_003475657	XM_003475657.2	10141
19264	83318690	CT009635	CT009635.18	10090
19264	57863218	AC154679	AC154679.2	10090
19264	133893139	NM_024254	NM_024254.3	10090
19264	15214556	BC012402	BC012402.1	10090
19264	13096839	BC003216	BC003216.1	10090
19264	74220288	AK152570	AK152570.1	10090
19264	74219818	AK168639	AK168639.1	10090
19264	74193289	AK151464	AK151464.1	10090
19264	74181338	AK150905	AK150905.1	10090
19264	26331753	AK036861	AK036861.1	10090
19264	12846253	AK010654	AK010654.1	10090
19264	51593582	BC080661	BC080661.1	10090
19264	564342251	XM_006234712	XM_006234712.1	10116
19264	172354613	NM_001109645	NM_001109645.2	10116
19264	298916388	FQ219931	FQ219931.1	10116
19264	23894529	AL683897	AL683897.5	10090
7199	568990233	XM_006519969	XM_006519969.1	10090
7199	568990231	XM_006519968	XM_006519968.1	10090
7199	568990230	XR_383803	XR_383803.1	10090
7199	568990228	XM_006519967	XM_006519967.1	10090
7199	164664492	NM_013584	NM_013584.2	10090
7199	72097686	AC158747	AC158747.3	10090
7199	26102231	AK084787	AK084787.1	10090
7199	26086837	AK038920	AK038920.1	10090
11424	83318690	CT009635	CT009635.18	10090
11424	57863218	AC154679	AC154679.2	10090
11424	133893139	NM_024254	NM_024254.3	10090
11424	15214556	BC012402	BC012402.1	10090
11424	13096839	BC003216	BC003216.1	10090
11424	74220288	AK152570	AK152570.1	10090
11424	74219818	AK168639	AK168639.1	10090
11424	74193289	AK151464	AK151464.1	10090
11424	74181338	AK150905	AK150905.1	10090
11424	26331753	AK036861	AK036861.1	10090
11424	12846253	AK010654	AK010654.1	10090
11424	51593582	BC080661	BC080661.1	10090
11424	23894529	AL683897	AL683897.5	10090
11424	564342251	XM_006234712	XM_006234712.1	10116
11424	524921123	XM_005064776	XM_005064776.1	10036
11424	172354613	NM_001109645	NM_001109645.2	10116
11424	532042915	XM_005364230	XM_005364230.1	79684
11424	354482903	XM_003503587	XM_003503587.1	10029
11424	298916388	FQ219931	FQ219931.1	10116
11424	403267690	XM_003925899	XM_003925899.1	39432
11424	507578150	XM_004672540	XM_004672540.1	51337
11424	390468778	XM_002753585	XM_002753585.2	9483
11424	578827399	XM_006720684	XM_006720684.1	9606
11424	545196059	XM_005603167	XM_005603167.1	9796
11424	544442279	XM_005559082	XM_005559082.1	9541
11424	544442277	XM_005559081	XM_005559081.1	9541
11424	530406450	XM_005254668	XM_005254668.1	9606
11424	530406448	XM_005254667	XM_005254667.1	9606
11424	530406446	XM_005254666	XM_005254666.1	9606
11424	507689988	XM_004712739	XM_004712739.1	9371
11424	505828571	XM_004609537	XM_004609537.1	42254
11424	478494157	XM_004421370	XM_004421370.1	73337
11424	472390260	XM_004414387	XM_004414387.1	9708
11424	426378508	XM_004065331	XM_004065331.1	9595
11424	403289322	XM_003935760	XM_003935760.1	39432
11424	402873860	XM_003900723	XM_003900723.1	9555
11424	397466510	XM_003804950	XM_003804950.1	9597
11424	332247373	XM_003272785	XM_003272785.1	61853
11424	297696222	XM_002825257	XM_002825257.1	9601
11424	194688139	NM_024713	NM_024713.2	9606
11424	168743994	CU693167	CU693167.1	32630
11424	158262056	NR_003954	NR_003954.1	9606
11424	158259502	AK293021	AK293021.1	9606
11424	117645889	AM393535	AM393535.1	32630
11424	114656155	XM_001165269	XM_001165269.1	9598
11424	24414566	AC079203	AC079203.9	9606
11424	45709624	BC067801	BC067801.1	9606
11424	11182157	AL138916	AL138916.14	9606
11424	10438985	AK026210	AK026210.1	9606
11424	83404924	BC111000	BC111000.1	9606
11424	21734278	AL833631	AL833631.1	9606
11424	20072804	BC026234	BC026234.1	9606
11424	12053310	AL136908	AL136908.1	9606
11424	426354834	XR_174965	XR_174965.1	9595
11424	594665554	XM_007180823	XM_007180823.1	310752
11424	593744851	XM_007127723	XM_007127723.1	9755
11424	593744849	XM_007127722	XM_007127722.1	9755
11424	586531364	XM_006920527	XM_006920527.1	9402
11424	560937287	XM_006194388	XM_006194388.1	419612
11424	513000026	XM_004861494	XM_004861494.1	10181
11424	512923044	XM_004904824	XM_004904824.1	10181
11424	507963473	XM_004687953	XM_004687953.1	143302
11424	504130958	XM_004578209	XM_004578209.1	9978
11424	470596409	XM_004310933	XM_004310933.1	9739
11424	466029934	XM_004274041	XM_004274041.1	9733
11424	395837620	XM_003791681	XM_003791681.1	30611
11424	301779677	XM_002925208	XM_002925208.1	9646
11424	591322933	XM_007087499	XM_007087499.1	74533
11424	586989365	XM_003987306	XM_003987306.2	9685
11424	562821399	XM_006140550	XM_006140550.1	246437
11424	562821397	XM_006140549	XM_006140549.1	246437
11424	562821395	XM_006140548	XM_006140548.1	246437
11424	548482244	XM_005685452	XM_005685452.1	9925
11424	532103190	XM_005337141	XM_005337141.1	43179
11424	426242225	XM_004014926	XM_004014926.1	9940
11424	426232919	XM_004010418	XM_004010418.1	9940
11424	332825176	XR_022405	XR_022405.2	9598
11424	594064110	XM_006056012	XM_006056012.1	89462
11424	594048754	XM_006048703	XM_006048703.1	89462
11424	584039266	XM_006778177	XM_006778177.1	225400
11424	558119418	XM_006087477	XM_006087477.1	59463
11424	556776549	XM_005983313	XM_005983313.1	59538
11424	556748770	XM_005969765	XM_005969765.1	59538
11424	556742002	XM_005966467	XM_005966467.1	59538
11424	555960888	XM_005892483	XM_005892483.1	72004
11424	554588926	XM_005885755	XM_005885755.1	109478
11424	507695521	XM_004643128	XM_004643128.1	10160
11424	312261279	NM_001199064	NM_001199064.1	9913
11424	298358204	NG_021880	NG_021880.1	9606
11424	291403308	XM_002718010	XM_002718010.1	9986
11424	291402369	XM_002717502	XM_002717502.1	9986
11424	16303417	AC091903	AC091903.2	9606
11424	514471856	XM_003475657	XM_003475657.2	10141
11424	591349778	XM_007069369	XM_007069369.1	8469
11424	530634184	XM_005303987	XM_005303987.1	8478
11424	530634182	XM_005303986	XM_005303986.1	8478
11424	558188389	XM_006102816	XM_006102816.1	59463
11424	543722641	XM_005502442	XM_005502442.1	8932
11424	514705428	XM_005009768	XM_005009768.1	8839
11424	514705426	XM_005009767	XM_005009767.1	8839
9273	548961318	NM_001111110	NM_001111110.2	10090
9273	548961072	NM_007717	NM_007717.5	10090
9273	548960742	NM_001284520	NM_001284520.1	10090
9273	548960718	NM_001284519	NM_001284519.1	10090
9273	17221198	AL589744	AL589744.18	10090
9273	316890734	AC242269	AC242269.3	10090
9273	74039337	AC161758	AC161758.3	10090
9273	77993185	CR936842	CR936842.21	10090
9273	77993185	CR936842	CR936842.21	10090
9273	27550950	AL646054	AL646054.20	10090
9273	20339173	AL672024	AL672024.9	10090
9273	354799773	JN964274	JN964274.1	10090
9273	354784236	JN948737	JN948737.1	10090
9273	354783612	JN948113	JN948113.1	10090
9273	343432721	AC243979	AC243979.3	10090
9273	296841145	NG_018267	NG_018267.1	10090
9273	295390213	NG_018367	NG_018367.1	10090
9273	158328083	CU468049	CU468049.4	10090
9273	146328536	CU406999	CU406999.8	10090
9273	119854888	AC132893	AC132893.23	10090
9273	119507191	CU041226	CU041226.8	10090
9273	78190273	AC156036	AC156036.4	10090
9273	77404070	AC161520	AC161520.6	10090
9273	48675483	AC147993	AC147993.3	10090
9273	47131316	AC112789	AC112789.4	10090
9273	47131316	AC112789	AC112789.4	10090
9273	47825181	AC125328	AC125328.4	10090
9273	74967155	AC164640	AC164640.4	10090
9273	40363345	AC136018	AC136018.5	10090
9273	27597038	AC124470	AC124470.4	10090
9273	27597049	AC125059	AC125059.4	10090
9273	12000470	AC079644	AC079644.9	10090
9273	84992940	CT030157	CT030157.8	10090
9273	82940632	CT030695	CT030695.5	10090
9273	82779825	AC163633	AC163633.4	10090
9273	82617443	CT030194	CT030194.5	10090
9273	78675938	AC171405	AC171405.1	10090
9273	58331095	AC124744	AC124744.3	10090
9273	58331095	AC124744	AC124744.3	10090
9273	55700269	AC141562	AC141562.4	10090
9273	54697320	AC110621	AC110621.6	10090
9273	50345240	AC125371	AC125371.4	10090
9273	50345240	AC125371	AC125371.4	10090
9273	50345240	AC125371	AC125371.4	10090
9273	38453667	AL691519	AL691519.8	10090
9273	22759507	AL772149	AL772149.4	10090
9273	111815141	NG_005612	NG_005612.1	10090
9273	111815141	NG_005612	NG_005612.1	10090
9273	111815141	NG_005612	NG_005612.1	10090
9273	354795848	JN960349	JN960349.1	10090
9273	354788792	JN953293	JN953293.1	10090
9273	237858897	AC212856	AC212856.3	10090
9273	187233559	AC213374	AC213374.4	10090
9273	157887120	CU466551	CU466551.4	10090
9273	118764538	CU024892	CU024892.10	10090
9273	78486710	AC169036	AC169036.3	10090
9273	78214470	AC140984	AC140984.4	10090
9273	56799441	AC147479	AC147479.17	10090
9273	78190328	AC163667	AC163667.3	10090
9273	78190302	AC151292	AC151292.2	10090
9273	55700201	AC119987	AC119987.13	10090
9273	55366505	AC113325	AC113325.7	10090
9273	77020501	AC151601	AC151601.5	10090
9273	52319192	AC116726	AC116726.11	10090
9273	51592287	AC114677	AC114677.13	10090
9273	49258238	AC110496	AC110496.12	10090
9273	76362956	AC158915	AC158915.4	10090
9273	46360008	AC109204	AC109204.21	10090
9273	45356193	AC114605	AC114605.11	10090
9273	41470478	AC109269	AC109269.17	10090
9273	39540576	AC130833	AC130833.3	10090
9273	37951452	AC134852	AC134852.4	10090
9273	39725775	AC102157	AC102157.12	10090
9273	23592188	AC117244	AC117244.3	10090
9273	26292109	AC125144	AC125144.3	10090
9273	29367019	AC126548	AC126548.4	10090
9273	24962966	AC122256	AC122256.3	10090
9273	30270710	AC119806	AC119806.6	10090
9273	25046423	AC091523	AC091523.23	10090
9273	72095971	AC147798	AC147798.30	10090
9273	71480319	AC157543	AC157543.8	10090
9273	68533444	AC101973	AC101973.7	10090
9273	68300503	AC157021	AC157021.6	10090
9273	66571634	AC152074	AC152074.3	10090
9273	26091922	AK047074	AK047074.1	10090
9273	84039711	AC174866	AC174866.1	10090
9273	62954990	AC121140	AC121140.7	10090
9273	62867725	AC153532	AC153532.5	10090
9273	62719001	AC154626	AC154626.2	10090
9273	62238077	AC122769	AC122769.11	10090
9273	54291970	AC141474	AC141474.4	10090
9273	46935032	AL626778	AL626778.12	10090
9273	21911519	AL669819	AL669819.13	10090
9273	83921844	AC169674	AC169674.5	10090
9273	83921842	AC166099	AC166099.2	10090
9273	83921838	AC159234	AC159234.2	10090
9273	83745275	AC171501	AC171501.2	10090
9273	82830655	AC166360	AC166360.4	10090
9273	82779847	AC171272	AC171272.2	10090
9273	82734408	AC166825	AC166825.3	10090
9273	82177432	AC161443	AC161443.14	10090
9273	82173766	CT030661	CT030661.6	10090
9273	67010227	AC159264	AC159264.3	10090
9273	58332952	AC156563	AC156563.1	10090
